"Data","Risk_free"
2001-01-03,0.000577143451664615
2001-01-04,0.000573708734009507
2001-01-05,0.000572677759919203
2001-01-08,0.000572677759919408
2001-01-09,0.000569927156902834
2001-01-10,0.000569583207834501
2001-01-11,0.000567862938623844
2001-01-12,0.000567174633033444
2001-01-15,0.00056579767260706
2001-01-16,0.000566486211027909
2001-01-17,0.00056510895956322
2001-01-18,0.000564420188311462
2001-01-19,0.000563042296562353
2001-01-22,0.000562008528504395
2001-01-23,0.000560974469408433
2001-01-24,0.000559940177481735
2001-01-26,0.000557180785108192
2001-01-29,0.000556490616872933
2001-01-30,0.000555455160792901
2001-01-31,0.000555800332222304
2001-02-01,0.000555800332221987
2001-02-02,0.00055545516079293
2001-02-05,0.000556835730094592
2001-02-06,0.000557525781914492
2001-02-07,0.000558905652724321
2001-02-08,0.000557870836928401
2001-02-09,0.000556490616872979
2001-02-12,0.000558560714125509
2001-02-13,0.000557180785108496
2001-02-14,0.000555455160792725
2001-02-15,0.000560629763640634
2001-02-16,0.000563042296562163
2001-02-19,0.000565453316085209
2001-02-20,0.000566486211027811
2001-02-21,0.000567518814932689
2001-02-22,0.00056545331608508
2001-02-23,0.000564075773581771
2001-02-28,0.000563386827707218
2001-03-01,0.000563042296562519
2001-03-02,0.000561663880944197
2001-03-05,0.000562008528504443
2001-03-06,0.000561319175176426
2001-03-07,0.000561319175176153
2001-03-08,0.000562353117857148
2001-03-09,0.000560974469408529
2001-03-12,0.000562008528504398
2001-03-13,0.000564420188311559
2001-03-14,0.000568551127798941
2001-03-15,0.000598714454099446
2001-03-16,0.000598372949752974
2001-03-19,0.000623224885202814
2001-03-20,0.000592221214901833
2001-03-21,0.000607242109253929
2001-03-22,0.000710500928107554
2001-03-23,0.000694198184646852
2001-03-26,0.000630684196948882
2001-03-27,0.000614391232375107
2001-03-28,0.000617451267316946
2001-03-29,0.000643198087345726
2001-03-30,0.000609967100899735
2001-04-02,0.000615411496255475
2001-04-03,0.000621188082732344
2001-04-04,0.000622546067461297
2001-04-05,0.000613030511885958
2001-04-06,0.000609967100899678
2001-04-09,0.000609626586083355
2001-04-10,0.00060656055575233
2001-04-11,0.000615071447100558
2001-04-12,0.000624921405687828
2001-04-16,0.000667101703584246
2001-04-17,0.00063643872272227
2001-04-18,0.000636438722722079
2001-04-19,0.000643535749986834
2001-04-20,0.000740931194741183
2001-04-23,0.000724752666428722
2001-04-24,0.000726075842976636
2001-04-25,0.000733015243895383
2001-04-26,0.00067447946639737
2001-04-27,0.000650283123832058
2001-04-30,0.000651294249109998
2001-05-02,0.000652641989290646
2001-05-03,0.000638805795460948
2001-05-04,0.000630006659776068
2001-05-07,0.00063610041979698
2001-05-08,0.000632038980256618
2001-05-09,0.000633054703939871
2001-05-10,0.000627634348347799
2001-05-11,0.000646236061584145
2001-05-14,0.000658364908304015
2001-05-15,0.000650283123832289
2001-05-16,0.000639819831121577
2001-05-17,0.000643535749986843
2001-05-18,0.000645223655738019
2001-05-21,0.000644548563286637
2001-05-22,0.00065331568475806
2001-05-23,0.000662063597701393
2001-05-24,0.000644548563286723
2001-05-25,0.000643873412627824
2001-05-28,0.000641847145743616
2001-05-29,0.000640157784800879
2001-05-30,0.000638805795461122
2001-05-31,0.000641847145743647
2001-06-01,0.000653652532491661
2001-06-04,0.000643873412627799
2001-06-05,0.000638467725366479
2001-06-06,0.000640157784800781
2001-06-07,0.00063576211687192
2001-06-08,0.000634747091680768
2001-06-11,0.000636776967439754
2001-06-12,0.000636438722722161
2001-06-13,0.000639481819234932
2001-06-15,0.000649945985060103
2001-06-18,0.000688526546582671
2001-06-19,0.000690862885676259
2001-06-20,0.000681843608617772
2001-06-21,0.00067883264273402
2001-06-22,0.000671798246912684
2001-06-25,0.000673809321597287
2001-06-26,0.000682512414641522
2001-06-27,0.000690862885676493
2001-06-28,0.000699861790053407
2001-06-29,0.000693531357683253
2001-07-02,0.000694198184646613
2001-07-03,0.000719124334864338
2001-07-04,0.000745541590731642
2001-07-05,0.000796882144641241
2001-07-06,0.000760652648750651
2001-07-10,0.000826340168714492
2001-07-11,0.000829886354040268
2001-07-12,0.000859102408867378
2001-07-13,0.000847890798468193
2001-07-16,0.000817945750895792
2001-07-17,0.000802401860710314
2001-07-18,0.000804672425147185
2001-07-19,0.000789076613727878
2001-07-20,0.000769822741858656
2001-07-23,0.000745212484616777
2001-07-24,0.000769822741858616
2001-07-25,0.000754746433813282
2001-07-26,0.000756059715058548
2001-07-27,0.000759668881073697
2001-07-30,0.000746528850868332
2001-07-31,0.000753761269152109
2001-08-01,0.000757044355850628
2001-08-02,0.00074718688847505
2001-08-03,0.000748502614442182
2001-08-06,0.000741919619031249
2001-08-07,0.00075047544669371
2001-08-08,0.000734995701350225
2001-08-09,0.000740931194741326
2001-08-10,0.000732685090042506
2001-08-13,0.000737305032089499
2001-08-14,0.00075113278580821
2001-08-15,0.000740272167604467
2001-08-16,0.000733015243895408
2001-08-17,0.00074257841333729
2001-08-20,0.00073202460771426
2001-08-21,0.000747844809666435
2001-08-22,0.000722436117939671
2001-08-23,0.000726075842976552
2001-08-24,0.000721111719030901
2001-08-27,0.000722767144907126
2001-08-28,0.000713156245183166
2001-08-29,0.000709836778696682
2001-08-30,0.000712160719558662
2001-08-31,0.000709172571077877
2001-09-03,0.000707511557266229
2001-09-04,0.00070618221070615
2001-09-05,0.000708840438164784
2001-09-06,0.000710500928107506
2001-09-10,0.000710500928107824
2001-09-11,0.000731364125385793
2001-09-12,0.000733015243895326
2001-09-13,0.000744883320294369
2001-09-14,0.000761308358050876
2001-09-17,0.00073400558903805
2001-09-18,0.000721442862413854
2001-09-19,0.00072409096173948
2001-09-20,0.000721442862413822
2001-09-21,0.000739283335860748
2001-09-24,0.000761636183597225
2001-09-25,0.000755731423850975
2001-09-26,0.000758028763812109
2001-09-27,0.000734995701350377
2001-09-28,0.000724752666428592
2001-10-01,0.000727067934349219
2001-10-02,0.000726737256627408
2001-10-03,0.000738953705877127
2001-10-04,0.000748831487726411
2001-10-05,0.000742907752282977
2001-10-08,0.000750146689824729
2001-10-09,0.000743237091228314
2001-10-10,0.000736975169275062
2001-10-11,0.000740601681172737
2001-10-15,0.000729712250176853
2001-10-16,0.000720780575648059
2001-10-17,0.000716804468538629
2001-10-18,0.000722105032764286
2001-10-19,0.000716141425073074
2001-10-22,0.000717467453796421
2001-10-23,0.000718793016858408
2001-10-24,0.00072442181408411
2001-10-25,0.000718130322638917
2001-10-26,0.000720449374057405
2001-10-29,0.000723098113667242
2001-10-30,0.000720449374057232
2001-10-31,0.000713156245183235
2001-11-01,0.00071182881947607
2001-11-05,0.000704187375958972
2001-11-06,0.00070219155168163
2001-11-07,0.000696531205903711
2001-11-08,0.000695531547535251
2001-11-09,0.00069852988235658
2001-11-12,0.000702191551681469
2001-11-13,0.00069986179005359
2001-11-14,0.000696864386554749
2001-11-16,0.00069286441430451
2001-11-19,0.000687190855387745
2001-11-20,0.000693531357683085
2001-11-21,0.000689528009388641
2001-11-22,0.000695864786393978
2001-11-23,0.000694531539920788
2001-11-26,0.000697863812092612
2001-11-27,0.000699195894412726
2001-11-28,0.000701858778484223
2001-11-29,0.000704187375958885
2001-11-30,0.000701193232089358
2001-12-03,0.00069819687632835
2001-12-04,0.000698196876328515
2001-12-05,0.00070152600528666
2001-12-06,0.000702524208463835
2001-12-07,0.000701858778484085
2001-12-10,0.000696531205903718
2001-12-11,0.000697530689649395
2001-12-12,0.000697863812092592
2001-12-13,0.000698196876328407
2001-12-14,0.000697863812092744
2001-12-17,0.000699195894412651
2001-12-18,0.00069686438655487
2001-12-19,0.000691863766405641
2001-12-20,0.000698529882356611
2001-12-21,0.000697863812092783
2001-12-26,0.000696864386554687
2001-12-27,0.000695531547535322
2001-12-28,0.000690862885676314
2002-01-02,0.000689528009388548
2002-01-03,0.000688192667439593
2002-01-04,0.000690529181156184
2002-01-07,0.00068685685982931
2002-01-08,0.000689528009388611
2002-01-09,0.000690529181156434
2002-01-10,0.000691530178301019
2002-01-11,0.000691863766405617
2002-01-14,0.000693864771165019
2002-01-15,0.000694531539920753
2002-01-16,0.000694864895194692
2002-01-17,0.000690195476636296
2002-01-18,0.000690862885676289
2002-01-21,0.000691196531988682
2002-01-22,0.000691196531988742
2002-01-23,0.0006895280093885
2002-01-24,0.000693197885993997
2002-01-28,0.000693531357683224
2002-01-29,0.000695531547535105
2002-01-30,0.000696864386554801
2002-01-31,0.00069786381209284
2002-02-01,0.000693531357683177
2002-02-04,0.000694864895194706
2002-02-05,0.000697530689649432
2002-02-06,0.000690529181156248
2002-02-07,0.000690195476636188
2002-02-08,0.000690195476636416
2002-02-13,0.000686522806063227
2002-02-14,0.000686856859829345
2002-02-15,0.000685854698531309
2002-02-18,0.00068652280606319
2002-02-19,0.000685854698531487
2002-02-20,0.000684852304402689
2002-02-21,0.000681509205605859
2002-02-22,0.000682512414641575
2002-02-25,0.000680505705531643
2002-02-26,0.000681174744386388
2002-02-27,0.000679836550261826
2002-02-28,0.000681174744386184
2002-03-01,0.000681174744386132
2002-03-04,0.000681509205605849
2002-03-05,0.000680505705531792
2002-03-06,0.000681843608617668
2002-03-07,0.000676824129186557
2002-03-08,0.000681509205605939
2002-03-11,0.000681509205605789
2002-03-12,0.000673809321597296
2002-03-13,0.000675149494781996
2002-03-14,0.00067380932159731
2002-03-15,0.000673139118589424
2002-03-18,0.00066710170358423
2002-03-19,0.000670792302116684
2002-03-20,0.000664751394651888
2002-03-21,0.000674479466397353
2002-03-22,0.000675819464959069
2002-03-25,0.000675819464959318
2002-03-26,0.000674814509693414
2002-03-27,0.000673474220093407
2002-03-28,0.000672803900670202
2002-04-01,0.000672468740958775
2002-04-02,0.000671798246912612
2002-04-03,0.000672133523039573
2002-04-04,0.000672133523039445
2002-04-05,0.000671798246912789
2002-04-08,0.000668779655825307
2002-04-09,0.000667773012537471
2002-04-10,0.000667773012537463
2002-04-11,0.000667101703584308
2002-04-12,0.000666094594634995
2002-04-15,0.000667437387164616
2002-04-16,0.000667101703584347
2002-04-17,0.000665758852846926
2002-04-18,0.000672468740958688
2002-04-19,0.00067179824691264
2002-04-22,0.00067380932159712
2002-04-23,0.000673474220093419
2002-04-24,0.000672133523039495
2002-04-25,0.000672803900670251
2002-04-26,0.000672803900670313
2002-04-29,0.000672803900670181
2002-04-30,0.000668108579702723
2002-05-02,0.000672468740958776
2002-05-03,0.000670456967782249
2002-05-06,0.000669786124490217
2002-05-07,0.000669450673740356
2002-05-08,0.000668108579702547
2002-05-09,0.000669115164782819
2002-05-10,0.000667101703584215
2002-05-13,0.000668108579702761
2002-05-14,0.000670121575240072
2002-05-15,0.000669786124490062
2002-05-16,0.00066676602000384
2002-05-17,0.000667101703584076
2002-05-20,0.000667101703584263
2002-05-21,0.000666094594635009
2002-05-22,0.000668444146867962
2002-05-23,0.000667773012537438
2002-05-24,0.000667773012537562
2002-05-27,0.000668444146867727
2002-05-28,0.000666094594635105
2002-05-29,0.000664415478240721
2002-05-31,0.000663743645418422
2002-06-03,0.000659373996313612
2002-06-04,0.00065264198929071
2002-06-05,0.000650957226753382
2002-06-06,0.000661391357425573
2002-06-07,0.00066676602000368
2002-06-10,0.000666430336423127
2002-06-11,0.000674814509693569
2002-06-12,0.000740601681172936
2002-06-13,0.000695864786393938
2002-06-14,0.000698529882356499
2002-06-17,0.000681843608617741
2002-06-18,0.000686522806063313
2002-06-19,0.000682846759445941
2002-06-20,0.000689194188453287
2002-06-21,0.000737305032089414
2002-06-24,0.000678163254633536
2002-06-25,0.000691530178301032
2002-06-26,0.000690195476636238
2002-06-27,0.000680840224958936
2002-06-28,0.000677493750117715
2002-07-01,0.000685520586557716
2002-07-02,0.000687190855387512
2002-07-03,0.000688192667439738
2002-07-04,0.000687524792738194
2002-07-05,0.000686188810504931
2002-07-08,0.000685186474584128
2002-07-10,0.000684852304402758
2002-07-11,0.000680840224958836
2002-07-12,0.000675819464959178
2002-07-15,0.000678163254633561
2002-07-16,0.000679501972627009
2002-07-17,0.000666766020003633
2002-07-18,0.000666766020003794
2002-07-19,0.000667437387164642
2002-07-22,0.000670456967782234
2002-07-23,0.000676154333632332
2002-07-24,0.000671798246912716
2002-07-25,0.000674479466397385
2002-07-26,0.00068217806983732
2002-07-29,0.000747515878174444
2002-07-30,0.000739612965844572
2002-07-31,0.000713819812517659
2002-08-01,0.000717135961167512
2002-08-02,0.000690529181156358
2002-08-05,0.000709836778696478
2002-08-06,0.000694198184646802
2002-08-07,0.000684183905832483
2002-08-08,0.000675484479870496
2002-08-09,0.00068852654658261
2002-08-12,0.000693531357683314
2002-08-13,0.000681509205605866
2002-08-14,0.000676489260513236
2002-08-15,0.000679501972626946
2002-08-16,0.000674144423101121
2002-08-19,0.000671127636451207
